shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
6c8db17c-cc7e-4357-a5c5-21c8e98984ed,37.241030166589,-80.3995816613954,72,4613.44
a43aa2ac-7c35-4c0b-a970-437b91e4ba35,37.221426575489,-80.4482607780056,64,6432.49
0aa35e38-de23-44ce-b140-77621ff93358,37.2460457531241,-80.4150651642719,37,2163.49
0aa35e38-de23-44ce-b140-77621ff93358,37.2490927427466,-80.4129207380367,38,2551.58
e708f6e7-1846-4ab0-b148-b3f768db6cb4,37.2439313943928,-80.4216072225767,44,2601.5
8c645223-1d5a-4351-adb6-43949e7cf524,37.1966450966439,-80.4077286534112,65,7056.79
b6d71f6b-4e43-42bc-a74d-ef5ff8fbb8a6,37.232520814087,-80.424047951341,13,243.53
f83a250c-9d24-4fcf-a339-5447d451fdf5,37.2313305913763,-80.4249463475142,80,7946.04
f83a250c-9d24-4fcf-a339-5447d451fdf5,37.216379,-80.405167,1,172.89
c9430839-4a0c-471d-83b5-6785322fce8a,37.2317139145981,-80.4334704573272,15,1158.17
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.2248293147709,-80.4401411116862,209,26203.54
f06184b6-e86d-4b52-bd0b-2b5ea817c97e,37.1938279932364,-80.4020534476024,161,10460.75
0838e7d7-57d5-427d-b770-e402eac1f11e,37.2331512619308,-80.432716566315,18,1079.78
fd0937b3-48d6-4b86-9d74-e463b40d55f4,37.1877649154124,-80.4102408632012,188,19904.63
f06184b6-e86d-4b52-bd0b-2b5ea817c97e,37.2029308256008,-80.4122584899045,94,5822.85
fd0937b3-48d6-4b86-9d74-e463b40d55f4,37.1904804381357,-80.4038276072161,196,21028.07
bccd5bab-2cf0-4b7a-bbac-6523feb55222,37.2244521577717,-80.4299336754567,78,4306.32
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.2236398292662,-80.4398238098844,208,26068.42
af234ae3-0762-49b9-89ff-4665d5b32ac7,37.2344292477709,-80.4214394099919,110,5241.56
57b3d106-fd5e-4b7b-85f7-bfb555af392b,37.2208403423747,-80.4226863405004,14,1411.57
0838e7d7-57d5-427d-b770-e402eac1f11e,37.2301672746451,-80.4267263397431,103,5886.59
a43aa2ac-7c35-4c0b-a970-437b91e4ba35,37.2302094490119,-80.4267857283574,4,304.67
fd0937b3-48d6-4b86-9d74-e463b40d55f4,37.220974064503,-80.4386330368306,215,25751.27
25434fe2-1283-4de5-baa4-bb1845c06a9e,37.2516251991925,-80.4113023937894,41,2863.32
a26fa236-5b1f-44ff-93d3-aeaf75cc2973,37.2329216853496,-80.4177205631246,30,1147.51
d9e3b73a-4dff-41e8-8980-71d8aa98e45f,37.2234932150779,-80.4313494077106,54,3887.52
e7b18590-2011-4d0c-8718-c9514a7b5808,37.1939518488035,-80.4025264634865,19,1074.93
8c645223-1d5a-4351-adb6-43949e7cf524,37.1672546626229,-80.4158044132586,83,11161.78
8edb0ac0-7024-48a5-a3bf-3ff8e8a7044f,37.2086542154089,-80.3981535881937,69,4456.06
a43aa2ac-7c35-4c0b-a970-437b91e4ba35,37.2162391947265,-80.4535567309353,35,3803.37
d5bba5d8-b131-4789-abec-efc493310641,37.2336157432272,-80.4083180504575,89,5891.52
e570e646-82c5-4744-98dc-764a6d346163,37.2388784559333,-80.4356691417484,21,1766.7
8c645223-1d5a-4351-adb6-43949e7cf524,37.1900087095934,-80.4006394494513,220,23169.42
9231ca1f-b1ee-4245-85f9-3186ecc00751,37.1999070531965,-80.4053126506529,94,6714.11
6add60f2-c611-432d-b7dc-83ccf50cad6e,37.2294023563294,-80.4277398010919,4,363.84
3f10aa8b-ace6-4ae9-ba94-ffaeea5f0ab2,37.2320494486549,-80.423941666482,84,8479.56
0a3f36d7-c307-4463-b6c5-99406a7cffaf,37.216322794354,-80.4535446750889,47,3868.65
78bec10c-1fb8-41d6-af99-dd82e113d469,37.2315090846439,-80.4288583374324,8,629.09
86a57bd8-fef0-4b5e-b079-990c8f500901,37.2429,-80.414471,30,2097.49
98e4504d-d61b-4182-95cb-038c39551a3a,37.2252153709321,-80.4457264814907,43,3028.9
8c645223-1d5a-4351-adb6-43949e7cf524,37.2273296400925,-80.4400850632059,34,2064.08
a26fa236-5b1f-44ff-93d3-aeaf75cc2973,37.20866514496,-80.3967295823532,71,4621.19
8c645223-1d5a-4351-adb6-43949e7cf524,37.2331200228958,-80.4253627964589,255,30301.04
af234ae3-0762-49b9-89ff-4665d5b32ac7,37.2474163620124,-80.4175582776998,79,3388.14
6e506adb-c6e8-48e0-b606-2bd650720397,37.2321802004032,-80.4235190445245,3,113.15
50af930d-67fd-4314-80ca-dcff1602aa9f,37.2353117702418,-80.4207465242422,110,7505.12
fd0937b3-48d6-4b86-9d74-e463b40d55f4,37.2292781979457,-80.4381415320914,226,26738.76
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.1632616189639,-80.4212457719681,145,15524.55
8c645223-1d5a-4351-adb6-43949e7cf524,37.1657153214348,-80.4157794880739,85,11332.85
e93f9bcf-465f-43b3-90d0-216bddda2c87,37.2395825073824,-80.4196683022664,51,3649.69
8c645223-1d5a-4351-adb6-43949e7cf524,37.2282771151724,-80.4390383250249,240,28901.68
