shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
8c645223-1d5a-4351-adb6-43949e7cf524,37.2315393903804,-80.434423543416,28,1368.78
c36e7bd9-7191-4115-a8f8-5507f1f145cf,37.2330381523581,-80.4258421340124,16,558.99
8c645223-1d5a-4351-adb6-43949e7cf524,37.1676539418373,-80.4277385079635,110,13259.84
1624ad03-0ebf-4743-8abc-42f34060e035,37.232476996312,-80.4234556833253,6,99.31
f06184b6-e86d-4b52-bd0b-2b5ea817c97e,37.2133359664265,-80.4249630475226,55,3428.04
8c645223-1d5a-4351-adb6-43949e7cf524,37.1687536806877,-80.4160680256222,208,20224.31
98e4504d-d61b-4182-95cb-038c39551a3a,37.2257040961861,-80.447576215227,33,2727.06
8c645223-1d5a-4351-adb6-43949e7cf524,37.1988265486792,-80.4110558905367,64,6675.36
99f7a61c-9121-44a6-ac7a-8cd83a2bec8a,37.2319961679162,-80.4240105092094,1,83.29
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.165592511217,-80.4245977279774,124,13689.53
8c645223-1d5a-4351-adb6-43949e7cf524,37.1594798685045,-80.4207406732667,180,17940.11
fd0937b3-48d6-4b86-9d74-e463b40d55f4,37.2266864406742,-80.4398243011972,221,26409.58
8c645223-1d5a-4351-adb6-43949e7cf524,37.1839088125099,-80.4028252709303,217,22462.09
e0c0f9c9-b199-40b3-87ab-7bd1f213e157,37.2168968449174,-80.4189852129808,46,2939.88
0a3f36d7-c307-4463-b6c5-99406a7cffaf,37.2303422754409,-80.4286083499366,6,641.76
7d6b5437-cda5-4b9f-822a-b8f311b72480,37.217437873394,-80.4186114570636,35,2472.13
b6d71f6b-4e43-42bc-a74d-ef5ff8fbb8a6,37.2324895899687,-80.4233990869824,9,184.1
6c8db17c-cc7e-4357-a5c5-21c8e98984ed,37.2395031805752,-80.3984871484385,56,4118.51
a26fa236-5b1f-44ff-93d3-aeaf75cc2973,37.2324857510295,-80.4234072824302,8,178.49
6e506adb-c6e8-48e0-b606-2bd650720397,37.2324696461757,-80.423403940954,7,156.67
a43aa2ac-7c35-4c0b-a970-437b91e4ba35,37.2307487891833,-80.42745241866,3,220.58
c9430839-4a0c-471d-83b5-6785322fce8a,37.2300956022631,-80.4267438941881,4,344.58
3f10aa8b-ace6-4ae9-ba94-ffaeea5f0ab2,37.233505622727,-80.4247081820706,78,8226.68
a5d067da-d551-4428-93e8-ae0cd08d0e96,37.2103758387875,-80.427076070829,71,4558.31
5ace41fb-b4a5-42d0-8d49-1628dcfd98a9,37.2050192781984,-80.4099091981975,8,668.54
7d6b5437-cda5-4b9f-822a-b8f311b72480,37.2304761056059,-80.4211012562772,5,481.41
c36e7bd9-7191-4115-a8f8-5507f1f145cf,37.1672546626229,-80.4158044132586,83,11161.78
d9e3b73a-4dff-41e8-8980-71d8aa98e45f,37.2240907301494,-80.4308310398899,55,3968.22
c36e7bd9-7191-4115-a8f8-5507f1f145cf,37.2312834696411,-80.4301864968832,248,29822.73
a43aa2ac-7c35-4c0b-a970-437b91e4ba35,37.2131685741644,-80.4441872503869,51,5217.36
9231ca1f-b1ee-4245-85f9-3186ecc00751,37.1947290849822,-80.3938920291177,127,8835.2
b6d71f6b-4e43-42bc-a74d-ef5ff8fbb8a6,37.2327251898142,-80.4245185562605,14,290.96
6add60f2-c611-432d-b7dc-83ccf50cad6e,37.2347992500543,-80.4258919016058,12,1195.12
a43aa2ac-7c35-4c0b-a970-437b91e4ba35,37.2196031939747,-80.4481220512463,61,6227.67
0838e7d7-57d5-427d-b770-e402eac1f11e,37.2413886759364,-80.434962083442,39,2066.49
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.2315778227654,-80.4288177047537,18,892.34
7a7f8de7-b6e6-4d4f-b306-26500b9c1da1,37.2298152748839,-80.4282707644946,54,5348.93
8c645223-1d5a-4351-adb6-43949e7cf524,37.1635911224557,-80.4213146686625,187,18564.3
fd0937b3-48d6-4b86-9d74-e463b40d55f4,37.1889543696279,-80.4058475968985,193,20778.62
1624ad03-0ebf-4743-8abc-42f34060e035,37.2463117919141,-80.4148945144853,44,2790.78
8734192f-6a21-49a5-abcc-f16c770661f5,37.2232713738398,-80.4317733810268,59,3851.66
f06184b6-e86d-4b52-bd0b-2b5ea817c97e,37.2083668895057,-80.4165339781316,84,4909.38
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.1644793466237,-80.4289290327341,110,12848.63
9231ca1f-b1ee-4245-85f9-3186ecc00751,37.2292884804141,-80.4277723333974,4,310.43
1dc0fd3b-7e4c-4647-b4f4-48d87fcaa171,37.2313498602017,-80.4346150690713,36,7182.16
8edb0ac0-7024-48a5-a3bf-3ff8e8a7044f,37.2169194130637,-80.4012731283774,55,3455.83
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.2314018299108,-80.4299050873328,20,990.66
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.1647980859055,-80.4181377563575,148,15940.72
5ace41fb-b4a5-42d0-8d49-1628dcfd98a9,37.2032173417952,-80.4058530155494,1,64.05
b8c51a51-84af-4a44-9a35-9f53382c3b05,37.2535498227569,-80.4191434027649,11,1139.54
78bec10c-1fb8-41d6-af99-dd82e113d469,37.2358155856912,-80.4264426808919,78,4339.9
1624ad03-0ebf-4743-8abc-42f34060e035,37.2452219780878,-80.4156931167728,46,2931.04
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.186657213783,-80.4097738234706,176,19731.21
8909fd06-51cb-4b38-b873-c3b148b909b0,37.2253243461444,-80.445132729121,40,5859.29
fd0937b3-48d6-4b86-9d74-e463b40d55f4,37.1646952710778,-80.4287971207491,120,12872.58
8909fd06-51cb-4b38-b873-c3b148b909b0,37.2276660495441,-80.4395584885282,43,6432.85
8734192f-6a21-49a5-abcc-f16c770661f5,37.2247944013505,-80.434599789366,40,2793.72
78bec10c-1fb8-41d6-af99-dd82e113d469,37.2357704752863,-80.421006610212,28,1573.32
6c8db17c-cc7e-4357-a5c5-21c8e98984ed,37.2414275184718,-80.3988507976946,48,3844.1
1624ad03-0ebf-4743-8abc-42f34060e035,37.2415302539784,-80.4183173428963,49,3402.4
c2c639a5-32f8-41e3-8221-8ebd4c904b68,37.2210152924547,-80.4226241609046,16,1432.51
6e506adb-c6e8-48e0-b606-2bd650720397,37.2535652974577,-80.4190124331119,48,4156.49
e93f9bcf-465f-43b3-90d0-216bddda2c87,37.2324662210165,-80.4240406022204,78,4758.44
b6d71f6b-4e43-42bc-a74d-ef5ff8fbb8a6,37.2221785928695,-80.4061548659381,36,2720.36
f06184b6-e86d-4b52-bd0b-2b5ea817c97e,37.2239439724406,-80.4291415757926,34,2075.65
c1bea031-37b2-475c-8beb-85fbb71be7a0,37.2259284557884,-80.4232641542944,101,4610.09
c1bea031-37b2-475c-8beb-85fbb71be7a0,37.2265337663542,-80.4285980798793,32,1570.33
c36e7bd9-7191-4115-a8f8-5507f1f145cf,37.2314201693984,-80.4348192793712,29,1406.21
a26fa236-5b1f-44ff-93d3-aeaf75cc2973,37.2193736631132,-80.4029034137672,106,6797.46
6e506adb-c6e8-48e0-b606-2bd650720397,37.2527449917715,-80.4109460684174,43,2996.58
312be01d-4ee2-41b0-87d1-4ac8e4899530,37.2274642507124,-80.4262766863534,45,2649.21
c9430839-4a0c-471d-83b5-6785322fce8a,37.2149307250098,-80.4445494164818,54,5063.2
e0c0f9c9-b199-40b3-87ab-7bd1f213e157,37.2322169016153,-80.4229538570021,88,5568.34
2504249f-e511-4516-8a2e-2c1e088d018d,37.2332971537532,-80.4249569947961,12,358.64
5ace41fb-b4a5-42d0-8d49-1628dcfd98a9,37.2036781908486,-80.4124430282205,18,1537.93
f83a250c-9d24-4fcf-a339-5447d451fdf5,37.2322131752903,-80.4167396547584,60,6604.16
d9e3b73a-4dff-41e8-8980-71d8aa98e45f,37.2238878205144,-80.4328931344539,49,3718.51
641aaf72-1326-4d06-a82a-2f2d84091463,37.2320400018172,-80.4238838577511,49,3696.77
a5d067da-d551-4428-93e8-ae0cd08d0e96,37.2133732032476,-80.4321036460783,75,5132.62
8734192f-6a21-49a5-abcc-f16c770661f5,37.2209381658875,-80.422949822936,11,1358.52
3f10aa8b-ace6-4ae9-ba94-ffaeea5f0ab2,37.2313407421124,-80.4249022120448,87,8646.43
6c8db17c-cc7e-4357-a5c5-21c8e98984ed,37.2322529152206,-80.4168893926873,23,1347.11
9231ca1f-b1ee-4245-85f9-3186ecc00751,37.2203239651078,-80.426454446908,14,1666.43
2674478c-5212-4ba0-993a-819fef810e02,37.240411,-80.400591,16,542.74
0aa35e38-de23-44ce-b140-77621ff93358,37.2498515306918,-80.4123505592918,39,2649.83
50af930d-67fd-4314-80ca-dcff1602aa9f,37.2333901147384,-80.4082077552895,90,5918.42
9231ca1f-b1ee-4245-85f9-3186ecc00751,37.2018466000848,-80.4059062545855,93,6492.28
98e4504d-d61b-4182-95cb-038c39551a3a,37.2314993416175,-80.4288688672454,65,4778.15
b6d71f6b-4e43-42bc-a74d-ef5ff8fbb8a6,37.2130384870194,-80.3941130873032,87,6774.09
8909fd06-51cb-4b38-b873-c3b148b909b0,37.2142167446534,-80.4526925475453,29,4104.06
8c645223-1d5a-4351-adb6-43949e7cf524,37.2315166816367,-80.4292504544899,20,906.07
fd0937b3-48d6-4b86-9d74-e463b40d55f4,37.1874435059693,-80.4104651755372,95,8873.32
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.2322057055014,-80.423599667517,4,255.7
b6d71f6b-4e43-42bc-a74d-ef5ff8fbb8a6,37.2114707357568,-80.393687957149,82,6522.82
2504249f-e511-4516-8a2e-2c1e088d018d,37.2178978394216,-80.4018348607062,32,3316.84
3f10aa8b-ace6-4ae9-ba94-ffaeea5f0ab2,37.2315222718848,-80.4160306636431,60,7194.82
0a3f36d7-c307-4463-b6c5-99406a7cffaf,37.2169147902101,-80.4491373697474,56,4566.7
5ace41fb-b4a5-42d0-8d49-1628dcfd98a9,37.2135444208304,-80.4248755753352,67,4256.18
8edb0ac0-7024-48a5-a3bf-3ff8e8a7044f,37.2337914759129,-80.423261109689,145,9482.53
8c645223-1d5a-4351-adb6-43949e7cf524,37.1652418977763,-80.4287866734663,124,13976.05
8edb0ac0-7024-48a5-a3bf-3ff8e8a7044f,37.2336268422822,-80.4237210190429,18,486.75
c1bea031-37b2-475c-8beb-85fbb71be7a0,37.223433787539,-80.4322764295008,63,3360.24
da4e0dbe-a20d-4ca9-80cb-7614cd29577c,37.2424286590475,-80.4278811707425,38,2089.44
9231ca1f-b1ee-4245-85f9-3186ecc00751,37.2126346615644,-80.4250735683749,32,2634.07
0838e7d7-57d5-427d-b770-e402eac1f11e,37.2446309645675,-80.421429030575,65,3526.96
8c645223-1d5a-4351-adb6-43949e7cf524,37.1673670007006,-80.429082584135,113,13384.2
4c65baab-ac20-473b-8a19-0b9cb7567806,37.2152226715854,-80.4446489570884,2,201.84
6c8db17c-cc7e-4357-a5c5-21c8e98984ed,37.2340273266905,-80.4224076765309,104,7710.73
b6d71f6b-4e43-42bc-a74d-ef5ff8fbb8a6,37.2195780744734,-80.4032171503801,39,3109.31
6e506adb-c6e8-48e0-b606-2bd650720397,37.2320245536645,-80.4239819876992,86,7800.24
1624ad03-0ebf-4743-8abc-42f34060e035,37.2347753744122,-80.421044146461,65,4214.27
8c645223-1d5a-4351-adb6-43949e7cf524,37.1587344477101,-80.4219360895747,167,16684.93
a5d067da-d551-4428-93e8-ae0cd08d0e96,37.2054492281153,-80.4128394980013,20,1762.1
2504249f-e511-4516-8a2e-2c1e088d018d,37.2119316221826,-80.3997610258585,59,5888.06
5ace41fb-b4a5-42d0-8d49-1628dcfd98a9,37.2163376627096,-80.4235102557574,78,4646.36
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.1759258682702,-80.4180414962601,170,18186.83
c2c639a5-32f8-41e3-8221-8ebd4c904b68,37.2304714945331,-80.4210165782741,32,2992.17
99f7a61c-9121-44a6-ac7a-8cd83a2bec8a,37.2325689057905,-80.4241805341306,9,251.24
0a3f36d7-c307-4463-b6c5-99406a7cffaf,37.2304264490935,-80.4365315942124,17,1499.59
ab1a571c-16bb-4448-8f67-f16233a2bd20,37.2148765574013,-80.4532765853302,2,215.23
8c645223-1d5a-4351-adb6-43949e7cf524,37.1886234372948,-80.4012730305704,71,8197.76
67aab091-d5f3-411e-82ad-611d0f153f61,37.2428571004474,-80.4282400901084,4,420.31
7d6b5437-cda5-4b9f-822a-b8f311b72480,37.2298911925434,-80.4209936327703,83,5247.68
6add60f2-c611-432d-b7dc-83ccf50cad6e,37.2313095091704,-80.430445906076,62,5542.92
c2c639a5-32f8-41e3-8221-8ebd4c904b68,37.2324967623061,-80.4234916219574,37,3308.1
c1bea031-37b2-475c-8beb-85fbb71be7a0,37.2267287205293,-80.4256991287806,19,1148.59
c1bea031-37b2-475c-8beb-85fbb71be7a0,37.2264962144096,-80.4285513292607,81,3883.05
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.1683047809579,-80.4180265001024,155,16359.8
57b3d106-fd5e-4b7b-85f7-bfb555af392b,37.2293122516995,-80.4277901089916,4,346.07
c1bea031-37b2-475c-8beb-85fbb71be7a0,37.2272853917925,-80.4281983755712,85,3977.78
c1bea031-37b2-475c-8beb-85fbb71be7a0,37.2276288800882,-80.42793811679,86,4022.36
25434fe2-1283-4de5-baa4-bb1845c06a9e,37.2324696461757,-80.423403940954,7,154.21
8c645223-1d5a-4351-adb6-43949e7cf524,37.1657703380426,-80.4285335450626,126,14038.98
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.18549246031,-80.4087258859403,87,9223.6
da4e0dbe-a20d-4ca9-80cb-7614cd29577c,37.2331074912345,-80.4327868705069,75,3821.92
4c65baab-ac20-473b-8a19-0b9cb7567806,37.2313249333577,-80.434908861331,28,3602.99
5ace41fb-b4a5-42d0-8d49-1628dcfd98a9,37.2159691183607,-80.4244227963597,74,4550.43
a26fa236-5b1f-44ff-93d3-aeaf75cc2973,37.2200111763056,-80.4036118922191,107,6892.06
6c8db17c-cc7e-4357-a5c5-21c8e98984ed,37.2331536523636,-80.4082522005174,34,2425.8
1624ad03-0ebf-4743-8abc-42f34060e035,37.246882235055,-80.4162100691466,41,2658.04
1624ad03-0ebf-4743-8abc-42f34060e035,37.2377039763524,-80.4266998266564,20,807.19
67aab091-d5f3-411e-82ad-611d0f153f61,37.2333257627285,-80.425193323362,12,1534.64
fd0937b3-48d6-4b86-9d74-e463b40d55f4,37.231381628776,-80.434636951517,230,27127.77
0838e7d7-57d5-427d-b770-e402eac1f11e,37.231155747612,-80.428719989689,10,504.98
fd0937b3-48d6-4b86-9d74-e463b40d55f4,37.1814540047346,-80.4115598781735,99,9736
8c645223-1d5a-4351-adb6-43949e7cf524,37.2290357101712,-80.4385912491053,31,1832.76
50af930d-67fd-4314-80ca-dcff1602aa9f,37.2320758671873,-80.4238232821624,3,211.56
8c645223-1d5a-4351-adb6-43949e7cf524,37.2325182514864,-80.4241363715175,261,30435.68
25434fe2-1283-4de5-baa4-bb1845c06a9e,37.2509459040315,-80.4123616007174,69,5220.02
a43aa2ac-7c35-4c0b-a970-437b91e4ba35,37.2314673554338,-80.4289089332868,86,8901.9
f06184b6-e86d-4b52-bd0b-2b5ea817c97e,37.1966620542877,-80.3941559633458,142,9412.49
0838e7d7-57d5-427d-b770-e402eac1f11e,37.231019,-80.427163,0,0
da4e0dbe-a20d-4ca9-80cb-7614cd29577c,37.230447,-80.426493,0,0
0a3f36d7-c307-4463-b6c5-99406a7cffaf,37.2304548354328,-80.4362071620331,84,6902.97
1dc0fd3b-7e4c-4647-b4f4-48d87fcaa171,37.1898928829629,-80.4043406838746,6,1003.05
8c645223-1d5a-4351-adb6-43949e7cf524,37.1638866873026,-80.4297421440603,119,13786.35
312be01d-4ee2-41b0-87d1-4ac8e4899530,37.2245265659457,-80.4303975023054,20,879.18
c36e7bd9-7191-4115-a8f8-5507f1f145cf,37.1642105762922,-80.4298811864229,118,13748.31
2504249f-e511-4516-8a2e-2c1e088d018d,37.2142778923431,-80.4005335668003,35,3736.83
1624ad03-0ebf-4743-8abc-42f34060e035,37.232858739337,-80.4247140165032,12,225.48
3c2c524f-a466-48b1-81e4-f3ac7f35d571,37.2219229019311,-80.4486419685263,60,5650.24
8c645223-1d5a-4351-adb6-43949e7cf524,37.1649621322053,-80.418103724018,90,11695.52
c36e7bd9-7191-4115-a8f8-5507f1f145cf,37.1647106127084,-80.4250824423199,142,14834.53
641aaf72-1326-4d06-a82a-2f2d84091463,37.2282589268235,-80.4199371937659,68,4351.61
2674478c-5212-4ba0-993a-819fef810e02,37.2414564932261,-80.3990201889884,11,347.57
7d6b5437-cda5-4b9f-822a-b8f311b72480,37.2231262757257,-80.4194773983644,68,4119.6
57b3d106-fd5e-4b7b-85f7-bfb555af392b,37.2210086905723,-80.4229309135772,11,1374.72
2674478c-5212-4ba0-993a-819fef810e02,37.240849383835,-80.39982243127,14,458.95
7a7f8de7-b6e6-4d4f-b306-26500b9c1da1,37.2249148142852,-80.4463606386196,35,3346.85
9231ca1f-b1ee-4245-85f9-3186ecc00751,37.2308377407092,-80.427542705094,2,72.26
98e8b74d-b3ea-4ff9-993d-114d2f5de2cf,37.2298019004385,-80.4209706303455,45,3301.58
f06184b6-e86d-4b52-bd0b-2b5ea817c97e,37.2050497250606,-80.4091577067563,107,6683.97
c36e7bd9-7191-4115-a8f8-5507f1f145cf,37.1640712750579,-80.4143055075142,205,19681.85
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.164473119987,-80.4297280346375,105,12679.99
009b7c3f-c455-4799-b8cf-815505da3f7e,37.2417127938497,-80.4274847312686,61,3675.21
1624ad03-0ebf-4743-8abc-42f34060e035,37.2320767586754,-80.4238335933364,1,24.92
6c8db17c-cc7e-4357-a5c5-21c8e98984ed,37.2324780787711,-80.4236859027626,10,309.86
7d6b5437-cda5-4b9f-822a-b8f311b72480,37.2271435178782,-80.4172539151788,17,1080.43
da4e0dbe-a20d-4ca9-80cb-7614cd29577c,37.2394626999226,-80.4269292653375,31,1747.33
c36e7bd9-7191-4115-a8f8-5507f1f145cf,37.1657703380426,-80.4285335450626,126,14038.98
c36e7bd9-7191-4115-a8f8-5507f1f145cf,37.2265672096959,-80.4399458883291,237,28695.99
98e8b74d-b3ea-4ff9-993d-114d2f5de2cf,37.2322027452175,-80.4236385860434,3,174.26
8edb0ac0-7024-48a5-a3bf-3ff8e8a7044f,37.2216265650982,-80.4055798764276,47,2802.31
3f10aa8b-ace6-4ae9-ba94-ffaeea5f0ab2,37.2184512521371,-80.4020773265154,51,5286.45
7a7f8de7-b6e6-4d4f-b306-26500b9c1da1,37.2127997078766,-80.4443105779012,18,1518.61
50af930d-67fd-4314-80ca-dcff1602aa9f,37.2398162566579,-80.3985567892515,68,4281.9
7a7f8de7-b6e6-4d4f-b306-26500b9c1da1,37.2288529638602,-80.438570594891,44,4196.99
8c645223-1d5a-4351-adb6-43949e7cf524,37.2322883281232,-80.4237263748074,263,30480.06
a632e61e-c94b-4ceb-a95e-33c672af2314,37.225591726915,-80.4251949795359,42,2661.94
7a7f8de7-b6e6-4d4f-b306-26500b9c1da1,37.2312062042161,-80.4349554934642,47,4610.75
78bec10c-1fb8-41d6-af99-dd82e113d469,37.2304133795123,-80.428598972591,84,5161.97
8c645223-1d5a-4351-adb6-43949e7cf524,37.2277810001579,-80.4396465449854,33,2000.67
8c645223-1d5a-4351-adb6-43949e7cf524,37.164751975838,-80.4161159780676,87,11453.86
d9e3b73a-4dff-41e8-8980-71d8aa98e45f,37.2241191188739,-80.4292801827695,20,2163.51
3c2c524f-a466-48b1-81e4-f3ac7f35d571,37.2165682742934,-80.4461506275028,39,3915.31
f06184b6-e86d-4b52-bd0b-2b5ea817c97e,37.1946921652616,-80.3938456816635,138,9150.22
2504249f-e511-4516-8a2e-2c1e088d018d,37.2122790392882,-80.3933390158347,52,5187.97
fd0937b3-48d6-4b86-9d74-e463b40d55f4,37.2236249171772,-80.4400428825274,64,2862.12
a26fa236-5b1f-44ff-93d3-aeaf75cc2973,37.2175497001511,-80.4015761694241,54,3380.83
7a7f8de7-b6e6-4d4f-b306-26500b9c1da1,37.2226530019608,-80.4499471123003,33,2891.18
6e506adb-c6e8-48e0-b606-2bd650720397,37.2325037965108,-80.4235190445245,8,167.54
a632e61e-c94b-4ceb-a95e-33c672af2314,37.2233263173501,-80.4192732009646,30,1703.4
ab1a571c-16bb-4448-8f67-f16233a2bd20,37.2177310119707,-80.4482695727509,8,878.63
a43aa2ac-7c35-4c0b-a970-437b91e4ba35,37.2177310119707,-80.4482695727509,60,6019.22
c36e7bd9-7191-4115-a8f8-5507f1f145cf,37.1646964071743,-80.4288009342214,122,13914.48
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.1868506562708,-80.4101102712102,82,8696.69
da4e0dbe-a20d-4ca9-80cb-7614cd29577c,37.2357602721404,-80.4341171336992,70,3504.26
7a7f8de7-b6e6-4d4f-b306-26500b9c1da1,37.2271554059203,-80.4400358874811,42,3968.09
99f7a61c-9121-44a6-ac7a-8cd83a2bec8a,37.2009162426541,-80.3999549388859,80,7750.12
a26fa236-5b1f-44ff-93d3-aeaf75cc2973,37.230615118804,-80.4153249994552,36,1482.48
2674478c-5212-4ba0-993a-819fef810e02,37.2320502092201,-80.4240296269745,67,4006.5
25434fe2-1283-4de5-baa4-bb1845c06a9e,37.2353280194345,-80.420697962667,27,827.71
f06184b6-e86d-4b52-bd0b-2b5ea817c97e,37.2022952729404,-80.4099634394215,102,6318.28
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.1649111949151,-80.4287400777286,112,12899.66
3f10aa8b-ace6-4ae9-ba94-ffaeea5f0ab2,37.2105922440766,-80.3956385628021,37,3503.47
5ace41fb-b4a5-42d0-8d49-1628dcfd98a9,37.2093160632027,-80.4168030065548,44,2999.15
fd0937b3-48d6-4b86-9d74-e463b40d55f4,37.1723215938644,-80.4207030191871,105,11060.78
99f7a61c-9121-44a6-ac7a-8cd83a2bec8a,37.1961031696497,-80.4002812036757,74,7146.94
98e4504d-d61b-4182-95cb-038c39551a3a,37.2255905436111,-80.4478364740082,37,2767.21
0838e7d7-57d5-427d-b770-e402eac1f11e,37.2420317593158,-80.4343928041642,42,2155.79
8c645223-1d5a-4351-adb6-43949e7cf524,37.2073856888655,-80.4244725489404,61,5153.96
1dc0fd3b-7e4c-4647-b4f4-48d87fcaa171,37.1964007471352,-80.406136202519,13,1797.74
86a57bd8-fef0-4b5e-b079-990c8f500901,37.2364590553631,-80.4211039034007,19,925.76
6add60f2-c611-432d-b7dc-83ccf50cad6e,37.2303098561284,-80.4263557975596,69,6100.93
1624ad03-0ebf-4743-8abc-42f34060e035,37.2351415362473,-80.4209728426854,61,4171.51
99f7a61c-9121-44a6-ac7a-8cd83a2bec8a,37.1958731352832,-80.3980101784206,69,6922.13
e708f6e7-1846-4ab0-b148-b3f768db6cb4,37.2381981618939,-80.4265664001742,23,1589.26
1dc0fd3b-7e4c-4647-b4f4-48d87fcaa171,37.2185672428303,-80.4369353988431,24,5498.61
e93f9bcf-465f-43b3-90d0-216bddda2c87,37.2414667057075,-80.4273736473374,26,1233.83
2504249f-e511-4516-8a2e-2c1e088d018d,37.2179404260005,-80.4016993835326,62,6578.11
8c645223-1d5a-4351-adb6-43949e7cf524,37.229029585809,-80.4383686051419,241,29004.16
5ace41fb-b4a5-42d0-8d49-1628dcfd98a9,37.2079480123178,-80.4198593547168,36,2639.47
f0de71e0-107d-4bcb-a8d2-8dfcf6d66e3a,37.2423429633583,-80.4222481204419,36,2848.88
312be01d-4ee2-41b0-87d1-4ac8e4899530,37.2253493553032,-80.4250894784892,43,2389.01
98e4504d-d61b-4182-95cb-038c39551a3a,37.2314879872404,-80.4311898051433,11,931.98
e570e646-82c5-4744-98dc-764a6d346163,37.2423429633583,-80.4222481204419,41,3789.64
8edb0ac0-7024-48a5-a3bf-3ff8e8a7044f,37.2345379997618,-80.4211469527406,23,737.97
1624ad03-0ebf-4743-8abc-42f34060e035,37.2440528717073,-80.4275937633272,32,1587.65
6add60f2-c611-432d-b7dc-83ccf50cad6e,37.2421184553908,-80.434206672088,46,4040.32
25434fe2-1283-4de5-baa4-bb1845c06a9e,37.2362334795224,-80.4211150897546,29,936.08
c1bea031-37b2-475c-8beb-85fbb71be7a0,37.2319064659292,-80.4225867189724,5,258.2
a43aa2ac-7c35-4c0b-a970-437b91e4ba35,37.2314499256385,-80.4298589210892,8,792.04
312be01d-4ee2-41b0-87d1-4ac8e4899530,37.226893365844,-80.4257403461009,44,2569.99
8c645223-1d5a-4351-adb6-43949e7cf524,37.2329213253201,-80.4248101921974,259,30360.14
c9430839-4a0c-471d-83b5-6785322fce8a,37.231356780258,-80.4298589743389,97,8881.12
641aaf72-1326-4d06-a82a-2f2d84091463,37.2319418919694,-80.4225781309619,35,3206.91
7d6b5437-cda5-4b9f-822a-b8f311b72480,37.2175411044299,-80.4192520275076,33,2397.29
1624ad03-0ebf-4743-8abc-42f34060e035,37.2383738264454,-80.4265893058049,23,882.99
009b7c3f-c455-4799-b8cf-815505da3f7e,37.236490083366,-80.421142346042,34,1660.79
e708f6e7-1846-4ab0-b148-b3f768db6cb4,37.2315873738631,-80.433019391876,88,5307.77
0838e7d7-57d5-427d-b770-e402eac1f11e,37.2448736277147,-80.421412612284,64,3499.96
78bec10c-1fb8-41d6-af99-dd82e113d469,37.2316879158352,-80.4283663413801,9,676.94
c9430839-4a0c-471d-83b5-6785322fce8a,37.2291846920579,-80.4384153741704,19,1685.81
f8939f8a-f65e-4d6f-8519-2c2840e3e6a5,37.2272437282085,-80.4417712906684,41,2327.43
c2c639a5-32f8-41e3-8221-8ebd4c904b68,37.2301480383344,-80.4267274870201,3,213.92
641aaf72-1326-4d06-a82a-2f2d84091463,37.2293122516995,-80.4277901089916,4,346.07
2504249f-e511-4516-8a2e-2c1e088d018d,37.2104703723518,-80.3956777796768,47,4851.45
641aaf72-1326-4d06-a82a-2f2d84091463,37.2276855039986,-80.4186644213695,74,4494.8
7d6b5437-cda5-4b9f-822a-b8f311b72480,37.2225897377445,-80.4201899553535,67,4032.83
6c8db17c-cc7e-4357-a5c5-21c8e98984ed,37.2414587388881,-80.3982732371117,66,4462.61
e93f9bcf-465f-43b3-90d0-216bddda2c87,37.2322380517342,-80.4236652267162,81,4801.37
3f10aa8b-ace6-4ae9-ba94-ffaeea5f0ab2,37.193589793193,-80.4012545002135,5,592.57
6c8db17c-cc7e-4357-a5c5-21c8e98984ed,37.2371133002234,-80.4070649926526,39,2955.11
7d6b5437-cda5-4b9f-822a-b8f311b72480,37.2174435516404,-80.4186185874412,48,3041.51
50af930d-67fd-4314-80ca-dcff1602aa9f,37.2414908238029,-80.3986102670836,56,3880.45
a26fa236-5b1f-44ff-93d3-aeaf75cc2973,37.2114707357568,-80.393687957149,85,5090.13
a26fa236-5b1f-44ff-93d3-aeaf75cc2973,37.2352097927022,-80.4209422748954,134,9198.87
312be01d-4ee2-41b0-87d1-4ac8e4899530,37.2225169017864,-80.4284024777293,29,1196.32
c36e7bd9-7191-4115-a8f8-5507f1f145cf,37.2316898356362,-80.4328049477081,24,1223.38
7d6b5437-cda5-4b9f-822a-b8f311b72480,37.2175031732032,-80.41809450469,49,3088.36
c36e7bd9-7191-4115-a8f8-5507f1f145cf,37.1638354608477,-80.4213788420606,187,18592.92
a43aa2ac-7c35-4c0b-a970-437b91e4ba35,37.2253243461444,-80.445132729121,71,7210.84
a26fa236-5b1f-44ff-93d3-aeaf75cc2973,37.2251164749334,-80.4093480354159,113,7653.53
